Date,Away Team,Home Team,Trigger,Initial Call,Final Ruling,Ruling Description,Team Challenged,Challenge Outcome,Period,Game Clock - Review is Triggered,Video Link
01/25/2025,MIL,LAC,Challenge OOB,Away Team Ball,Stands,Away Team Ball,LAC,Unsuccessful,1,04:21.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400646_20250125_225522
01/25/2025,MIL,LAC,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,MIL,Unsuccessful,2,00:06.5,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400646_20250125_233741
01/26/2025,OKC,POR,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,OKC,Successful,3,00:17.4,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400647_20250126_195301
01/26/2025,OKC,POR,Challenge OOB,Home Team Ball,Stands,Home Team Ball,OKC,Unsuccessful,4,04:57.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400647_20250126_201925
01/27/2025,LAL,CHA,Challenge OOB,Jump Ball,Overturned,Away Team Ball,LAL,Successful,1,06:04.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400648_20250127_192500
01/27/2025,DET,CLE,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,CLE,Unsuccessful,1,04:03.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400649_20250127_192549
01/27/2025,DET,CLE,Challenge OOB,Jump Ball,Overturned,Home Team Ball,DET,Unsuccessful,2,06:39.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400649_20250127_195026
01/27/2025,MEM,NYK,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,MEM,Successful,1,07:05.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400653_20250127_195154
01/27/2025,NOP,TOR,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,TOR,Unsuccessful,1,05:42.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400654_20250127_195612
01/27/2025,SAC,BKN,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Home Team Gains Possession,BKN,Successful,1,02:18.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400651_20250127_200215
01/27/2025,ORL,MIA,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Away Team Gains Possession,ORL,Successful,2,08:06.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400652_20250127_202159
01/27/2025,LAL,CHA,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,LAL,Successful,3,06:13.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400648_20250127_203440
01/27/2025,MEM,NYK,Challenge Goaltending/BI,Goaltending,Overturned,Inadvertent Whistle - Away Team Gains Possession,MEM,Successful,2,02:27.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400653_20250127_203354
01/27/2025,HOU,BOS,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,BOS,Unsuccessful,4,04:14.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400650_20250127_214400
01/27/2025,ATL,MIN,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,MIN,Successful,4,09:36.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400656_20250127_215915
01/27/2025,ATL,MIN,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,ATL,Successful,4,08:04.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400656_20250127_220404
01/27/2025,ATL,MIN,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,MIN,Successful,4,00:21.6,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400656_20250127_222356
01/27/2025,MIL,UTA,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,UTA,Successful,4,04:54.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400658_20250127_230537
01/27/2025,LAC,PHX,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,PHX,Successful,4,07:27.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400659_20250127_232318
01/27/2025,LAC,PHX,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,LAC,Unsuccessful,4,00:29.6,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400659_20250127_234431
01/28/2025,LAL,PHI,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,PHI,Successful,1,02:10.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400660_20250128_195808
01/28/2025,HOU,ATL,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,ATL,Successful,2,08:56.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400532_20250128_201425
01/28/2025,HOU,ATL,Challenge of Called Foul,Offensive Foul,Overturned,Defensive Foul,ATL,Successful,3,00:14.7,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400532_20250128_211722
01/28/2025,UTA,GSW,Challenge of Called Foul,Defensive Foul,Overturned,Offensive Foul,UTA,Successful,2,08:25.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400661_20250128_224303
01/28/2025,MIL,POR,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - No Possession (Jump Ball),MIL,Successful,3,11:17.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400662_20250128_232454
01/28/2025,MIL,POR,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Home Team Gains Possession,POR,Successful,3,10:04.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400662_20250128_233107
01/29/2025,SAC,PHI,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,PHI,Unsuccessful,1,04:30.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400669_20250129_195404
01/29/2025,DEN,NYK,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,NYK,Successful,1,03:40.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400668_20250129_200320
01/29/2025,CHI,BOS,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,BOS,Successful,2,07:56.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400666_20250129_201918
01/29/2025,DEN,NYK,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,DEN,Successful,2,10:07.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400668_20250129_202031
01/29/2025,BKN,CHA,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,CHA,Unsuccessful,3,04:33.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400663_20250129_204106
01/29/2025,CLE,MIA,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,CLE,Unsuccessful,3,07:38.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400667_20250129_205742
01/29/2025,DET,IND,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Home Team Gains Possession,IND,Successful,4,11:28.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400664_20250129_210344
01/29/2025,CHI,BOS,Challenge OOB,Away Team Ball,Stands,Away Team Ball,BOS,Unsuccessful,3,04:23.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400666_20250129_210548
01/29/2025,MIN,PHX,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,MIN,Unsuccessful,2,07:41.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400672_20250129_214636
01/29/2025,DAL,NOP,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,NOP,Successful,4,03:35.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400670_20250129_220614
01/29/2025,MIN,PHX,Challenge of Called Foul,Defensive Foul,Overturned,Offensive Foul,PHX,Successful,3,06:20.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400672_20250129_223405
01/29/2025,OKC,GSW,Challenge of Called Foul,Defensive Foul,Overturned,Offensive Foul,OKC,Successful,2,11:20.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400673_20250129_225412
01/29/2025,MIN,PHX,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,PHX,Unsuccessful,4,02:45.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400672_20250129_232341
01/30/2025,MIN,UTA,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,UTA,Unsuccessful,4,03:13.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400677_20250130_231206
01/30/2025,ORL,POR,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Away Team Retains Possession,POR,Successful,3,10:17.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400678_20250130_232624
01/30/2025,ORL,POR,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Home Team Retains Possession,ORL,Successful,4,10:35.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400678_20250131_000230
01/30/2025,ORL,POR,Challenge of Called Foul,Offensive Foul,Overturned,Defensive Foul,POR,Successful,4,08:15.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400678_20250131_000950
01/31/2025,LAC,CHA,Challenge OOB,Home Team Ball,Stands,Home Team Ball,LAC,Unsuccessful,2,03:29.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400679_20250131_195915
01/31/2025,DEN,PHI,Challenge of Called Foul,Offensive Foul,Overturned,Inadvertent Whistle - Home Team Gains Possession,DEN,Successful,3,04:57.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400681_20250131_211434
01/31/2025,LAC,CHA,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - No Possession (Jump Ball),CHA,Successful,4,00:28.4,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400679_20250131_212249
01/31/2025,MIL,SAS,Challenge Goaltending/BI,Goaltending,Overturned,Inadvertent Whistle - Home Team Gains Possession,SAS,Successful,3,05:05.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400684_20250131_214151
01/31/2025,CHI,TOR,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,TOR,Unsuccessful,4,02:31.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400682_20250131_214115
01/31/2025,PHX,GSW,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,PHX,Successful,2,07:15.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400685_20250131_225700
01/31/2025,PHX,GSW,Challenge OOB,Jump Ball,Overturned,Away Team Ball,PHX,Successful,4,07:43.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400685_20250201_000642
02/01/2025,ORL,UTA,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,UTA,Unsuccessful,3,02:35.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400687_20250201_184512
02/01/2025,ORL,UTA,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,ORL,Unsuccessful,4,06:46.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400687_20250201_191036
02/01/2025,ATL,IND,Challenge OOB,Jump Ball,Overturned,Away Team Ball,ATL,Successful,4,00:38.7,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400686_20250201_192901
02/01/2025,LAL,NYK,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,NYK,Successful,1,06:45.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400692_20250201_204919
02/01/2025,BKN,HOU,Challenge of Called Foul,Loose Ball Foul,Overturned,Loose Ball Foul,BKN,Successful,2,00:50.3,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400689_20250201_210505
02/01/2025,DEN,CHA,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,CHA,Unsuccessful,4,00:19.6,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400688_20250201_211700
02/01/2025,WAS,MIN,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,WAS,Unsuccessful,3,03:31.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400690_20250201_213910
02/01/2025,WAS,MIN,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,MIN,Unsuccessful,3,01:46.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400690_20250201_214607
02/01/2025,LAL,NYK,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,LAL,Unsuccessful,3,07:04.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400692_20250201_220631
02/01/2025,PHX,POR,Challenge of Called Foul,Loose Ball Foul,Overturned,Loose Ball Foul,POR,Successful,3,06:10.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400694_20250201_233313
02/02/2025,CHI,DET,Challenge of Called Foul,Defensive Foul,Overturned,Offensive Foul,DET,Successful,1,08:12.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400695_20250202_152009
02/02/2025,CHI,DET,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,CHI,Successful,1,04:13.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400695_20250202_153050
02/02/2025,CHI,DET,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,DET,Unsuccessful,3,07:34.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400695_20250202_163257
02/02/2025,CHI,DET,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Away Team Gains Possession,CHI,Successful,4,10:24.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400695_20250202_165729
02/02/2025,BOS,PHI,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,PHI,Unsuccessful,2,10:39.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400698_20250202_184417
02/02/2025,BOS,PHI,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,BOS,Successful,4,08:41.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400698_20250202_200746
02/02/2025,BOS,PHI,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Away Team Gains Possession,BOS,Successful,4,00:35.4,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400698_20250202_202950
02/03/2025,ATL,DET,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,DET,Unsuccessful,3,01:52.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400701_20250203_205355
02/03/2025,SAC,MIN,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,MIN,Successful,3,06:40.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400704_20250203_213259
02/03/2025,IND,UTA,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,UTA,Successful,1,01:31.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400707_20250203_213348
02/03/2025,HOU,NYK,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,HOU,Unsuccessful,4,05:15.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400702_20250203_214016
02/03/2025,HOU,NYK,Challenge OOB,Jump Ball,Overturned,Away Team Ball,NYK,Unsuccessful,4,00:38.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400702_20250203_215736
02/03/2025,SAC,MIN,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,SAC,Successful,4,00:06.1,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400704_20250203_222155
02/03/2025,SAS,MEM,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,MEM,Unsuccessful,4,05:28.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400703_20250203_224532
02/03/2025,NOP,DEN,Challenge OOB,Away Team Ball,Stands,Away Team Ball,DEN,Unsuccessful,4,01:01.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400706_20250203_231713
02/03/2025,PHX,POR,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,POR,Unsuccessful,4,05:12.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400709_20250204_000020
02/03/2025,ORL,GSW,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,ORL,Successful,4,08:39.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400708_20250204_000405
02/03/2025,PHX,POR,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,PHX,Successful,5,03:49.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400709_20250204_002111
02/04/2025,BOS,CLE,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,BOS,Unsuccessful,2,10:56.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400710_20250204_200926
02/04/2025,NYK,TOR,Challenge OOB,Away Team Ball,Stands,Away Team Ball,TOR,Unsuccessful,2,08:22.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400713_20250204_202137
02/04/2025,HOU,BKN,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,BKN,Successful,2,03:04.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400711_20250204_202827
02/04/2025,BOS,CLE,Challenge of Called Foul,Defensive Foul,Overturned,Offensive Foul,CLE,Successful,3,07:00.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400710_20250204_210105
02/04/2025,DAL,PHI,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,PHI,Successful,4,09:12.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400712_20250204_210123
02/04/2025,LAL,LAC,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Home Team Gains Possession,LAC,Successful,1,06:40.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400715_20250204_221756
02/04/2025,IND,POR,Challenge of Called Foul,Offensive Foul,Overturned,Defensive Foul,IND,Successful,2,06:41.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400716_20250204_224914
02/04/2025,LAL,LAC,Challenge of Called Foul,Offensive Foul,Stands,Offensive Foul,LAL,Unsuccessful,3,08:25.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400715_20250204_232331
02/04/2025,IND,POR,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Away Team Gains Possession,IND,Successful,3,08:14.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400716_20250204_232857
02/05/2025,CHI,MIN,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Away Team Gains Possession,CHI,Successful,1,03:44.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400723_20250205_202958
02/05/2025,CHI,MIN,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,MIN,Successful,1,03:07.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400723_20250205_203358
02/05/2025,CLE,DET,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Away Team Gains Possession,CLE,Successful,3,03:50.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400718_20250205_204411
02/05/2025,MEM,TOR,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,MEM,Successful,3,05:24.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400722_20250205_210819
02/05/2025,CLE,DET,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,CLE,Successful,4,01:02.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400718_20250205_212620
02/05/2025,SAS,ATL,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,ATL,Unsuccessful,4,00:02.9,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400719_20250205_212946
02/05/2025,MIA,PHI,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Away Team Gains Possession,MIA,Successful,4,06:27.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400721_20250205_213604
02/05/2025,CHI,MIN,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - No Possession (Jump Ball),MIN,Successful,4,05:02.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400723_20250205_221123
02/05/2025,CHI,MIN,Challenge OOB,Home Team Ball,Stands,Home Team Ball,CHI,Unsuccessful,4,04:36.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400723_20250205_221606
02/05/2025,PHX,OKC,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,OKC,Successful,2,02:50.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400724_20250205_223013
02/05/2025,GSW,UTA,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - No Possession (Jump Ball),UTA,Successful,3,04:17.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400725_20250205_224038
02/05/2025,ORL,SAC,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Home Team Gains Possession,SAC,Successful,2,10:20.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400727_20250205_224237
02/05/2025,PHX,OKC,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,PHX,Unsuccessful,3,01:53.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400724_20250205_232130
02/05/2025,PHX,OKC,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,OKC,Unsuccessful,4,11:45.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400724_20250205_233438
02/06/2025,ORL,DEN,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,DEN,Successful,1,10:53.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400730_20250206_211358
02/06/2025,HOU,MIN,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Away Team Gains Possession,HOU,Successful,3,07:38.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400729_20250206_213603
02/06/2025,HOU,MIN,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,MIN,Unsuccessful,4,07:18.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400729_20250206_220752
02/06/2025,SAC,POR,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,POR,Successful,4,09:24.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400732_20250206_235602
02/06/2025,SAC,POR,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,POR,Unsuccessful,4,03:48.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400732_20250207_000719
02/06/2025,SAC,POR,Challenge of Called Foul,Loose Ball Foul,Stands,Loose Ball Foul,SAC,Unsuccessful,4,03:02.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400732_20250207_001203
02/06/2025,IND,LAC,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - No Possession (Jump Ball),IND,Successful,4,06:35.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400733_20250207_003252
02/06/2025,IND,LAC,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,LAC,Unsuccessful,4,01:39.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400733_20250207_004557
02/07/2025,CLE,WAS,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Home Team Gains Possession,WAS,Successful,2,11:37.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400735_20250207_194208
02/07/2025,SAS,CHA,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,CHA,Unsuccessful,2,05:45.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400734_20250207_195429
02/07/2025,PHI,DET,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Home Team Gains Possession,DET,Successful,1,00:03.6,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400738_20250207_201927
02/07/2025,MIL,ATL,Challenge of Called Foul,Offensive Foul,Overturned,Defensive Foul,MIL,Successful,2,00:21.2,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400736_20250207_203123
02/07/2025,MIL,ATL,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,ATL,Successful,4,11:15.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400736_20250207_211826
02/07/2025,CLE,WAS,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,CLE,Unsuccessful,4,03:38.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400735_20250207_212155
02/07/2025,SAS,CHA,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - No Possession (Jump Ball),SAS,Successful,4,00:30.6,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400734_20250207_212208
02/07/2025,TOR,OKC,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,TOR,Successful,3,11:14.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400739_20250207_212746
02/07/2025,PHI,DET,Challenge of Called Foul,Loose Ball Foul,Overturned,Loose Ball Foul,DET,Successful,4,05:39.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400738_20250207_220103
02/07/2025,TOR,OKC,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Home Team Gains Possession,OKC,Successful,4,10:26.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400739_20250207_220135
02/07/2025,TOR,OKC,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Home Team Gains Possession,OKC,Successful,4,09:37.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400739_20250207_220617
02/07/2025,PHI,DET,Challenge of Called Foul,Defensive Foul,Overturned,Offensive Foul,PHI,Successful,4,02:13.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400738_20250207_220646
02/07/2025,TOR,OKC,Challenge OOB,Home Team Ball,Stands,Home Team Ball,TOR,Unsuccessful,4,08:04.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400739_20250207_221058
02/07/2025,UTA,PHX,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,UTA,Successful,2,06:30.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400740_20250207_224859
02/07/2025,UTA,PHX,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Home Team Gains Possession,PHX,Successful,3,11:04.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400740_20250207_232003
02/08/2025,HOU,DAL,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,HOU,Successful,3,02:50.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400741_20250208_164634
02/08/2025,HOU,DAL,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - No Possession (Jump Ball),DAL,Successful,4,09:13.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400741_20250208_165921
02/08/2025,HOU,DAL,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,DAL,Successful,4,01:28.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400741_20250208_172609
